race_id,year,event,session,authoritative_split,exported_split,exported_split_manifest_value,mapping_key,mapping_evidence,mismatch_status,status_file_order,authoritative_chronology_rank,fallback_to_train_used,collection_order_bias_note
2019:French Grand Prix:Race,2019,French Grand Prix,Race,train,train,train,exact race_id plus year/event/session decomposition,exact authoritative race_id match,MATCH,24,20,FALSE,PASS was determined by telemetry collection status; not a random sample of split assignments
2019:German Grand Prix:Race,2019,German Grand Prix,Race,train,train,train,exact race_id plus year/event/session decomposition,exact authoritative race_id match,MATCH,25,23,FALSE,PASS was determined by telemetry collection status; not a random sample of split assignments
2019:Hungarian Grand Prix:Race,2019,Hungarian Grand Prix,Race,train,train,train,exact race_id plus year/event/session decomposition,exact authoritative race_id match,MATCH,26,24,FALSE,PASS was determined by telemetry collection status; not a random sample of split assignments
2019:Italian Grand Prix:Race,2019,Italian Grand Prix,Race,train,train,train,exact race_id plus year/event/session decomposition,exact authoritative race_id match,MATCH,27,26,FALSE,PASS was determined by telemetry collection status; not a random sample of split assignments
2020:70th Anniversary Grand Prix:Race,2020,70th Anniversary Grand Prix,Race,train,train,train,exact race_id plus year/event/session decomposition,exact authoritative race_id match,MATCH,28,32,FALSE,PASS was determined by telemetry collection status; not a random sample of split assignments
2020:Bahrain Grand Prix:Race,2020,Bahrain Grand Prix,Race,train,train,train,exact race_id plus year/event/session decomposition,exact authoritative race_id match,MATCH,29,40,FALSE,PASS was determined by telemetry collection status; not a random sample of split assignments
2020:Eifel Grand Prix:Race,2020,Eifel Grand Prix,Race,train,train,train,exact race_id plus year/event/session decomposition,exact authoritative race_id match,MATCH,30,37,FALSE,PASS was determined by telemetry collection status; not a random sample of split assignments
2020:Emilia Romagna Grand Prix:Race,2020,Emilia Romagna Grand Prix,Race,train,train,train,exact race_id plus year/event/session decomposition,exact authoritative race_id match,MATCH,31,39,FALSE,PASS was determined by telemetry collection status; not a random sample of split assignments
2020:Hungarian Grand Prix:Race,2020,Hungarian Grand Prix,Race,train,train,train,exact race_id plus year/event/session decomposition,exact authoritative race_id match,MATCH,32,30,FALSE,PASS was determined by telemetry collection status; not a random sample of split assignments
2020:Italian Grand Prix:Race,2020,Italian Grand Prix,Race,train,train,train,exact race_id plus year/event/session decomposition,exact authoritative race_id match,MATCH,33,35,FALSE,PASS was determined by telemetry collection status; not a random sample of split assignments
2020:Portuguese Grand Prix:Race,2020,Portuguese Grand Prix,Race,train,train,train,exact race_id plus year/event/session decomposition,exact authoritative race_id match,MATCH,34,38,FALSE,PASS was determined by telemetry collection status; not a random sample of split assignments
2020:Russian Grand Prix:Race,2020,Russian Grand Prix,Race,train,train,train,exact race_id plus year/event/session decomposition,exact authoritative race_id match,MATCH,35,36,FALSE,PASS was determined by telemetry collection status; not a random sample of split assignments
2020:Sakhir Grand Prix:Race,2020,Sakhir Grand Prix,Race,train,train,train,exact race_id plus year/event/session decomposition,exact authoritative race_id match,MATCH,36,41,FALSE,PASS was determined by telemetry collection status; not a random sample of split assignments
2020:Spanish Grand Prix:Race,2020,Spanish Grand Prix,Race,train,train,train,exact race_id plus year/event/session decomposition,exact authoritative race_id match,MATCH,37,33,FALSE,PASS was determined by telemetry collection status; not a random sample of split assignments
