race_id,year,event,session,split,chronology_rank,expected_driver_count,laptime_file_count,valid_laptime_file_count,lap_rows,field_min_lap,field_max_lap,pit_event_rows,race_control_rows,weather_rows,complete_source_lap_context,complete_context_reason,physical_complete_lap_proven,physical_complete_lap_note,verified_overtake_event_count,unresolved_position_swap_candidate_count
2018:Japanese Grand Prix:Race,2018,Japanese Grand Prix,Race,train,11,20,20,20,977,1,53,23,64,108,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,27
2018:Mexican Grand Prix:Race,2018,Mexican Grand Prix,Race,train,12,20,20,20,1245,1,71,29,148,138,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,34
2018:Brazilian Grand Prix:Race,2018,Brazilian Grand Prix,Race,train,13,20,20,20,1318,1,71,25,101,125,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,33
2018:Abu Dhabi Grand Prix:Race,2018,Abu Dhabi Grand Prix,Race,train,14,20,20,20,943,1,55,18,70,137,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,27
2019:Australian Grand Prix:Race,2019,Australian Grand Prix,Race,train,15,20,20,20,1041,1,58,22,62,122,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,12
2019:Bahrain Grand Prix:Race,2019,Bahrain Grand Prix,Race,train,16,20,20,20,1083,1,57,40,99,129,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,53
2019:Chinese Grand Prix:Race,2019,Chinese Grand Prix,Race,train,17,20,20,20,1046,1,56,37,83,127,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,34
2019:Azerbaijan Grand Prix:Race,2019,Azerbaijan Grand Prix,Race,train,18,20,20,20,948,1,51,26,83,129,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,32
2019:Canadian Grand Prix:Race,2019,Canadian Grand Prix,Race,train,19,20,20,20,1312,1,70,22,130,126,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,23
2019:French Grand Prix:Race,2019,French Grand Prix,Race,train,20,20,20,20,1037,1,53,23,94,121,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,19
2019:Austrian Grand Prix:Race,2019,Austrian Grand Prix,Race,train,21,20,20,20,1401,1,71,23,103,118,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,25
2019:British Grand Prix:Race,2019,British Grand Prix,Race,train,22,20,20,20,914,1,52,29,46,118,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,23
2019:German Grand Prix:Race,2019,German Grand Prix,Race,train,23,20,20,20,1059,1,64,78,90,147,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,53
2019:Hungarian Grand Prix:Race,2019,Hungarian Grand Prix,Race,train,24,20,20,20,1358,1,70,24,96,130,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,30
2019:Belgian Grand Prix:Race,2019,Belgian Grand Prix,Race,train,25,20,20,20,787,1,44,24,61,120,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,43
2019:Italian Grand Prix:Race,2019,Italian Grand Prix,Race,train,26,20,20,20,991,1,53,29,83,111,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,34
2019:Brazilian Grand Prix:Race,2019,Brazilian Grand Prix,Race,train,27,20,20,20,1385,1,71,45,98,131,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,41
2019:Abu Dhabi Grand Prix:Race,2019,Abu Dhabi Grand Prix,Race,train,28,20,20,20,1075,1,55,25,82,133,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,32
2020:Austrian Grand Prix:Race,2020,Austrian Grand Prix,Race,train,29,20,20,20,1140,1,71,38,87,120,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,21
2020:Hungarian Grand Prix:Race,2020,Hungarian Grand Prix,Race,train,30,20,20,20,1327,1,70,45,107,134,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,34
2020:British Grand Prix:Race,2020,British Grand Prix,Race,train,31,20,20,20,898,1,52,22,54,128,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,20
2020:70th Anniversary Grand Prix:Race,2020,70th Anniversary Grand Prix,Race,train,32,20,20,20,1025,1,52,41,53,116,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,30
2020:Spanish Grand Prix:Race,2020,Spanish Grand Prix,Race,train,33,20,20,20,1274,1,66,35,72,129,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,35
2020:Belgian Grand Prix:Race,2020,Belgian Grand Prix,Race,train,34,20,20,20,769,1,44,20,28,121,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,23
2020:Italian Grand Prix:Race,2020,Italian Grand Prix,Race,train,35,20,20,20,926,1,53,37,71,143,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,32
2020:Russian Grand Prix:Race,2020,Russian Grand Prix,Race,train,36,20,20,20,948,1,53,24,65,132,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,30
2020:Eifel Grand Prix:Race,2020,Eifel Grand Prix,Race,train,37,20,20,20,1019,1,60,33,77,98,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,34
2020:Portuguese Grand Prix:Race,2020,Portuguese Grand Prix,Race,train,38,20,20,20,1288,1,66,25,119,128,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,36
2020:Emilia Romagna Grand Prix:Race,2020,Emilia Romagna Grand Prix,Race,train,39,20,20,20,1131,1,63,30,73,125,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,12
2020:Bahrain Grand Prix:Race,2020,Bahrain Grand Prix,Race,train,40,20,20,20,1019,1,57,57,56,216,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,46
2020:Sakhir Grand Prix:Race,2020,Sakhir Grand Prix,Race,train,41,20,20,20,1534,1,87,39,89,127,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,32
2020:Abu Dhabi Grand Prix:Race,2020,Abu Dhabi Grand Prix,Race,train,42,20,20,20,1044,1,55,23,58,135,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,22
2021:Bahrain Grand Prix:Race,2021,Bahrain Grand Prix,Race,validation,43,20,20,20,1027,1,56,40,58,133,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,51
2021:Emilia Romagna Grand Prix:Race,2021,Emilia Romagna Grand Prix,Race,validation,44,20,20,20,1127,1,63,56,147,161,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,32
2021:Portuguese Grand Prix:Race,2021,Portuguese Grand Prix,Race,validation,45,20,20,20,1245,1,66,60,91,134,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,36
2021:Monaco Grand Prix:Race,2021,Monaco Grand Prix,Race,validation,46,20,20,20,1420,1,78,19,121,135,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,8
2021:Azerbaijan Grand Prix:Race,2021,Azerbaijan Grand Prix,Race,validation,47,20,20,20,943,1,51,59,88,172,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,19
2021:French Grand Prix:Race,2021,French Grand Prix,Race,validation,48,20,20,20,1051,1,53,22,46,125,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,27
2021:Austrian Grand Prix:Race,2021,Austrian Grand Prix,Race,validation,49,20,20,20,1338,1,71,27,118,156,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,34
2021:British Grand Prix:Race,2021,British Grand Prix,Race,validation,50,20,20,20,970,1,52,41,66,184,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,20
2021:Hungarian Grand Prix:Race,2021,Hungarian Grand Prix,Race,validation,51,20,20,20,985,1,70,52,69,191,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,24
2021:Belgian Grand Prix:Race,2021,Belgian Grand Prix,Race,validation,52,20,20,20,60,1,3,0,33,290,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,0
2021:Dutch Grand Prix:Race,2021,Dutch Grand Prix,Race,validation,53,20,20,20,1361,1,72,29,130,158,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,28
2021:Italian Grand Prix:Race,2021,Italian Grand Prix,Race,validation,54,20,20,20,892,1,53,22,88,149,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,21
2021:Mexico City Grand Prix:Race,2021,Mexico City Grand Prix,Race,validation,55,20,20,20,1261,1,71,25,110,164,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,22
2021:Abu Dhabi Grand Prix:Race,2021,Abu Dhabi Grand Prix,Race,validation,56,19,19,19,1000,1,58,29,74,157,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,23
2022:Bahrain Grand Prix:Race,2022,Bahrain Grand Prix,Race,development_test,57,20,20,20,1125,1,57,58,60,163,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,43
2022:Australian Grand Prix:Race,2022,Australian Grand Prix,Race,development_test,58,20,20,20,1045,1,58,22,63,156,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,31
2022:Emilia Romagna Grand Prix:Race,2022,Emilia Romagna Grand Prix,Race,development_test,59,20,20,20,1132,1,63,25,71,158,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,16
2022:Azerbaijan Grand Prix:Race,2022,Azerbaijan Grand Prix,Race,development_test,60,20,20,20,891,1,51,27,79,161,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,21
2022:Canadian Grand Prix:Race,2022,Canadian Grand Prix,Race,development_test,61,20,20,20,1264,1,70,32,78,162,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,21
2022:British Grand Prix:Race,2022,British Grand Prix,Race,development_test,62,20,20,20,815,1,52,47,66,203,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,32
2022:Austrian Grand Prix:Race,2022,Austrian Grand Prix,Race,development_test,63,20,20,20,1324,1,71,42,167,152,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,50
2022:French Grand Prix:Race,2022,French Grand Prix,Race,development_test,64,20,20,20,958,1,53,25,97,128,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,19
2022:Hungarian Grand Prix:Race,2022,Hungarian Grand Prix,Race,development_test,65,20,20,20,1383,1,70,42,153,167,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,45
2022:Belgian Grand Prix:Race,2022,Belgian Grand Prix,Race,development_test,66,20,20,20,792,1,44,38,44,156,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,51
2022:Dutch Grand Prix:Race,2022,Dutch Grand Prix,Race,development_test,67,20,20,20,1392,1,72,72,105,163,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,43
2022:Italian Grand Prix:Race,2022,Italian Grand Prix,Race,development_test,68,20,20,20,971,1,53,28,61,147,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,38
2022:Japanese Grand Prix:Race,2022,Japanese Grand Prix,Race,development_test,69,20,20,20,507,1,29,42,41,255,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,14
2022:Abu Dhabi Grand Prix:Race,2022,Abu Dhabi Grand Prix,Race,development_test,70,20,20,20,1117,1,58,31,90,155,PASS,ALL_EXPECTED_DRIVERS_VALID_CONTIGUOUS_FROM_LAP1,NO,Source is lap-level timing context; it is not continuous sub-lap telemetry and cannot prove every physical lap segment.,0,45
